2023-05-18 21:46:26.074635, 20, 62, 400, 0, 12255, 16587
2023-05-18 21:46:26.076375, 20, 62, 400, 0, 12255, 16587
2023-05-18 21:46:26.078354, 20, 62, 400, 0, 12255, 16587
2023-05-18 21:46:36.526329, 20, 62, 400, 0, 12829, 17041
2023-05-18 21:46:36.528157, 20, 62, 400, 0, 12829, 17041
2023-05-18 21:46:36.530209, 20, 62, 400, 0, 12829, 17041
2023-05-18 21:46:47.076176, 20, 62, 400, 0, 13052, 17255
2023-05-18 21:46:47.077993, 20, 62, 400, 0, 13052, 17255
2023-05-18 21:46:47.080089, 20, 62, 400, 0, 13052, 17255
2023-05-18 21:46:57.544253, 21, 62, 400, 0, 13187, 17408
2023-05-18 21:46:57.546111, 21, 62, 400, 0, 13187, 17408
2023-05-18 21:46:57.548243, 21, 62, 400, 0, 13187, 17408
2023-05-18 21:47:07.963400, 21, 62, 400, 0, 13281, 17530
2023-05-18 21:47:07.965117, 21, 62, 400, 0, 13281, 17530
2023-05-18 21:47:07.967223, 21, 62, 400, 0, 13281, 17530
2023-05-18 21:47:18.429323, 21, 62, 400, 0, 13335, 17615
2023-05-18 21:47:18.430852, 21, 62, 400, 0, 13335, 17615
2023-05-18 21:47:18.432650, 21, 62, 400, 0, 13335, 17615
2023-05-18 21:47:28.728289, 21, 62, 400, 0, 13395, 17699
2023-05-18 21:47:28.729972, 21, 62, 400, 0, 13395, 17699
2023-05-18 21:47:28.731971, 21, 62, 400, 0, 13395, 17699
2023-05-18 21:47:49.146040, 21, 62, 400, 0, 13431, 17764
2023-05-18 21:47:49.147637, 21, 62, 400, 0, 13431, 17764
2023-05-18 21:47:49.149524, 21, 62, 400, 0, 13431, 17764
2023-05-18 21:47:49.798678, 21, 62, 400, 0, 13467, 17837
2023-05-18 21:47:49.800427, 21, 62, 400, 0, 13467, 17837
2023-05-18 21:47:49.802454, 21, 62, 400, 0, 13467, 17837
2023-05-18 21:48:10.862003, 21, 62, 400, 0, 13524, 17960
2023-05-18 21:48:10.863822, 21, 62, 400, 0, 13524, 17960
2023-05-18 21:48:10.865650, 21, 62, 400, 0, 13524, 17960
2023-05-18 21:48:21.287336, 21, 62, 400, 0, 13549, 18004
2023-05-18 21:48:21.288929, 21, 62, 400, 0, 13549, 18004
2023-05-18 21:48:21.290975, 21, 62, 400, 0, 13549, 18004
2023-05-18 21:48:31.559220, 21, 62, 400, 0, 13506, 18025
2023-05-18 21:48:31.560910, 21, 62, 400, 0, 13506, 18025
2023-05-18 21:48:31.562781, 21, 62, 400, 0, 13506, 18025
2023-05-18 21:48:42.210486, 21, 62, 400, 0, 13533, 18061
2023-05-18 21:48:42.212376, 21, 62, 400, 0, 13533, 18061
2023-05-18 21:48:42.214460, 21, 62, 400, 0, 13533, 18061
2023-05-18 21:48:52.632613, 21, 62, 400, 0, 13581, 18135
2023-05-18 21:48:52.634293, 21, 62, 400, 0, 13581, 18135
2023-05-18 21:48:52.636376, 21, 62, 400, 0, 13581, 18135
2023-05-18 21:49:03.155721, 21, 62, 400, 0, 13602, 18199
2023-05-18 21:49:03.157857, 21, 62, 400, 0, 13602, 18199
2023-05-18 21:49:03.159564, 21, 62, 400, 0, 13602, 18199
2023-05-18 21:49:13.512407, 21, 62, 400, 0, 13613, 18239
2023-05-18 21:49:13.514141, 21, 62, 400, 0, 13613, 18239
2023-05-18 21:49:13.515861, 21, 62, 400, 0, 13613, 18239
2023-05-18 21:49:24.966278, 21, 62, 400, 0, 13625, 18261
2023-05-18 21:49:24.967641, 21, 62, 400, 0, 13625, 18261
2023-05-18 21:49:24.969685, 21, 62, 400, 0, 13625, 18261
2023-05-18 21:49:35.229872, 21, 62, 400, 0, 13633, 18299
2023-05-18 21:49:35.231410, 21, 62, 400, 0, 13633, 18299
2023-05-18 21:49:35.233160, 21, 62, 400, 0, 13633, 18299
2023-05-18 21:49:45.834711, 21, 61, 400, 0, 13642, 18349
2023-05-18 21:49:45.836890, 21, 61, 400, 0, 13642, 18349
2023-05-18 21:49:45.838502, 21, 61, 400, 0, 13642, 18349
2023-05-18 21:49:56.645823, 21, 61, 400, 0, 13640, 18359
2023-05-18 21:49:56.647566, 21, 61, 400, 0, 13640, 18359
2023-05-18 21:49:56.649700, 21, 61, 400, 0, 13640, 18359
2023-05-18 21:50:07.095281, 21, 60, 400, 0, 13608, 18325
2023-05-18 21:50:07.097350, 21, 60, 400, 0, 13608, 18325
2023-05-18 21:50:07.099082, 21, 60, 400, 0, 13608, 18325
2023-05-18 21:50:17.685081, 21, 60, 400, 0, 13629, 18390
2023-05-18 21:50:17.686840, 21, 60, 400, 0, 13629, 18390
2023-05-18 21:50:17.688843, 21, 60, 400, 0, 13629, 18390
2023-05-18 21:50:33.129584, 21, 60, 400, 0, 13639, 18444
2023-05-18 21:50:33.131204, 21, 60, 400, 0, 13639, 18444
2023-05-18 21:50:33.133553, 21, 60, 400, 0, 13639, 18444
2023-05-18 21:52:14.632426, 21, 58, 400, 0, 13674, 18682
2023-05-18 21:52:14.634255, 21, 58, 400, 0, 13674, 18682
2023-05-18 21:52:14.637366, 21, 58, 400, 0, 13674, 18682
2023-05-18 21:52:25.227960, 21, 58, 400, 0, 13668, 18689
2023-05-18 21:52:25.229555, 21, 58, 400, 0, 13668, 18689
2023-05-18 21:52:25.231277, 21, 58, 400, 0, 13668, 18689
2023-05-18 21:52:35.636156, 21, 58, 400, 0, 13662, 18708
