2023-05-23 14:22:58.775017, 21, 54, 400, 0, 13890, 19421
2023-05-23 14:23:09.174015, 21, 54, 400, 0, 13886, 19414
2023-05-23 14:23:19.624650, 21, 54, 403, 5, 13882, 19412
2023-05-23 14:23:30.064134, 21, 53, 400, 8, 13884, 19418
2023-05-23 14:23:40.464708, 21, 53, 409, 0, 13884, 19424
2023-05-23 14:23:50.855473, 21, 53, 413, 7, 13876, 19415
2023-05-23 14:24:03.784554, 21, 53, 411, 7, 13885, 19428
2023-05-23 14:24:14.214532, 21, 53, 411, 4, 13884, 19416
2023-05-23 14:24:24.674744, 21, 53, 416, 3, 13882, 19415
2023-05-23 14:24:44.742215, 21, 52, 400, 6, 13879, 19425
2023-05-23 14:25:04.798676, 21, 52, 412, 2, 13877, 19416
2023-05-23 14:25:28.191706, 21, 52, 410, 8, 13881, 19416
2023-05-23 14:25:51.232030, 21, 52, 418, 3, 13869, 19410
2023-05-23 14:26:14.272233, 21, 52, 420, 1, 13868, 19415
2023-05-23 14:28:16.695240, 21, 52, 400, 0, 13871, 19422
2023-05-23 14:28:27.086059, 21, 52, 400, 0, 13862, 19418
2023-05-23 14:28:37.485611, 21, 52, 400, 0, 13870, 19423
2023-05-23 14:28:47.875594, 21, 52, 403, 6, 13868, 19424
2023-05-23 14:28:59.265848, 21, 52, 400, 0, 13859, 19425
2023-05-23 14:29:09.656895, 21, 52, 403, 4, 13865, 19427
