2023-05-16 12:31:49.365368group3, 21, 58, 400, 0, 11776, 15512
2023-05-16 12:31:59.811489group3, 21, 58, 400, 0, 12110, 15823
2023-05-16 12:32:10.254932group3, 21, 58, 400, 0, 12260, 15988
